uid,whisper_transcripts,gt_transcripts
e3f4f2a4-db91-437a-b4cd-61d87ede3aa4, The bottom," i'm going to record this one right here and then i'm gonna record the rest of the cards here 
"
aa768b16-9a39-42cd-bb0a-11e54dd068bc, Another one.," another one 
"
fc1e6a1b-9f47-44ea-af9e-f80c1d348147, Fucking want to...," fuck you one two 
"
ad3d19c3-cffc-46c9-820e-d6841448002e," One, four."," one four 
"
8ebb3b8f-0ff1-4eaa-a146-555a074ca0e6, Thank you!," he is
"
83275a67-45ec-43f4-8f9d-e5e06744acbd, I don't know if I'm going to watch on case.," on the case 
"
3864f1a4-73cd-4788-8487-0b0f74a90d1c, Now.," no 
"
6b051774-99b5-404a-a882-cc774f866422," I'm gonna be funny, I'm gonna be funny."," players over for a 
"
5f6746d3-98a0-4e8c-9b25-8aaae3ce0d7f,UG.," it's all fun and games until you got something to lose 
"
4b0cf735-3abe-462d-b45e-ee71db3668a8, That's so freaking difficult. Two queens.," this is so freaking difficult two queens 
"
5e502499-3b83-4d37-8b26-c547533f5d64," Wow! Thanks. Pretty good. Alright, yeah, I'm wearing a camera. See? A Leila. Player number five has entered the game."," thanks pretty good alright yeah i'm wearing camera see oh layla player player number player number five has entered the game 
"
98ff07f5-8503-4fb6-a243-48b04f728c87, Bye," bible 
"
c04a220c-ed7d-4d62-8d5f-32ac4b97b859," Leave it that round case for me, girl."," can you get that brown case for me 
"
92485f54-7da6-441b-981c-c6221fb15b76," Basically, everyone will get equal number of cards. And the goal is to finish all the cards in your hands."," basically everyone will get equal number of cards and uhm the goal is to finish all the cards in your hands 
"
fd09ab79-9e85-4e2d-a062-38a9a654c3a1, Bullshit," bullshit 
"
21096742-05a5-425a-9abe-06ce3f4c9402," I'm very sly, you know, I'm with this sly fox."," i'm very sly ain't i i'm like a sly fox 
"
efd40f75-e7d4-4e23-acd6-79135cf2406b," It's okay, it happens."," it's okay it happens 
"
a26ea635-522f-490a-8d27-6ffcb178345d, I see your ace.," i see your ace
"
323087b0-1434-4464-9c17-ce0941941a82, That's whatever whatever that's a bunch of bullshit that's all I'm gonna say no this game's called liar and this game's a liar cuz it's getting stressed," yes whatever whatever that's a all a bunch of bullshit that's all i'm gonna say no this game is called liar and this game is a liar for sure 
"
0d58ff24-663c-4236-b267-86822f86aa9d, Bullshit.," bullshit 
"
2c527900-32ce-4097-96e9-032fbb8fbd57, Bye!," hmm 
"
e43e463a-019f-4b36-ad01-665636479bf0," We play Asian style, we organize our cars!"," we'll play asian style we organize our cards 
"
183e2a50-d704-4cfc-85f8-728619783592, I want him to call a bullshit!," i'm wondering when you gonna call bullshit 
"
66736941-b6d0-4bdc-80b3-152ef1b304c3," Whoever to whoever keeps messing up my rug. Okay, let's play."," whoever whoever keeps messing up my rug okay let's play 
"
8867d91e-620a-4611-960a-6b3b1ae1ec52," I couldn't even huddle up, I don't know what."," i'll up i'll handle that 
"
ea93fb4d-d4ce-4a94-b535-b6d166cda577, USB- Adolf and parody right? Haaaaaaaaaaaaa," he was going be seven so i'm calling bullshit on him 
"
290318cf-a7e2-4524-95ec-6541db892540, I Indiekin just Sign up," anybody can 
"
3b625dc1-737b-481a-b41b-022ba03e26f2," Sorry, just for sure"," bullshit pick that up 
"
bac6c673-e43e-4637-b34d-db20c34acc28, Then you are out. But all of them should be there.," then you're out but all of them should be there 
"
1e08ea9c-5ed1-48f2-81c0-ca1b03b16556," Me too, Bailey. Oh, okay. I see you. I see you. I see you."," me too barely oh okay i see what you're i see what you're saying 
"
b4b3c68c-f323-4dd7-97b2-3dac23ed7dca, hell outright.," uh-uh 
"
ce2ce56e-c0d8-4064-8271-4df349b21683, See you next time.," six 
"
7e2e289d-112b-4fbe-a83b-fac692358089, Come at it!," dammit 
"
80eab8d0-a9ff-44ec-9778-3f35bf8020a1, WHAT?!," what 
"
e6f06422-a56b-4f59-becc-7496a34dce66," And if you pass the leverage, then you will never kill another guy. Go for it."," and if you pass and if you pass like 
"
3e033b2d-e0e3-4cd1-9238-2a8b9e634359, entered my room I could wait hard," who's back 
"
86a29282-114b-4b92-b146-cfc7a6f7aa12," So fuck with me, I'm gonna know what you do."," don't fuck with me i get annoyed 
"
3cd58c66-a53a-4cab-87b4-0fac416e8b3a, You want some?," one 
"
ef7ad7ab-684a-47fa-b08c-6afcb0e3e3f7, Go forward.," two four 
"
d64e5250-a3b0-4617-bb46-6ee7f4f0cdcd, Flowers," four twos 
"
08ac1c9c-4ed0-41fd-b6b2-48617b2a85f7, Looking down is very difficult for me. Do we get to keep the decimal card?," looking down is very difficult for me do we get to keep the deck of cards 
"
13cd0fd5-cee7-48fe-91a6-a07332f0ee0b, Or you did the same. No. You enjoyed the video.," passing aloud 
"
7244277b-d126-4e5e-b8a6-0c81e6b63654, You're joking.," you're joking 
"
70bf595a-07c4-4a42-88a9-fe0239a6aced, No.," no 
"
5468e193-1b29-4bad-9db3-5dc2f83fcb38, Let's move.," what 
"
777889aa-7e37-4e72-94a6-6d05800cf9be, Three sevens.," three sevens 
"
2964ec6c-21f9-4955-beeb-52f8a2d4e91b, go through that too but it doesn't look like.," go through that too but it doesn't look like 
"
d6f99bd9-e9c7-41cd-8dfb-86b66871fc7e," Basically, everyone will get equal number of cards."," basically everyone will get equal number of cards 
"
a201c4fd-0bc2-4452-bacc-5591a948aeb4, Nice one.," two more 
"
6805e892-8df3-4d9b-8433-41f6c2f4e118," Okay, we'll see."," bullshit 
"
29e1b969-5f36-4005-9c00-a01dae70119e, There's ease of use and functionality and then aesthetics. And you're prioritizing the least important thing out of the two arguably more important things.," there's ease of use and functionality and then aesthetics and you're prioritizing the least important thing out of the two arguably more important things 
"
d37ae0d2-a6da-4c97-97ca-5d57ca401982, What am I gonna do?," what am i gonna do 
"
525caf92-fcc6-4437-9a1a-646f49e02958, then you would be there for the type of," but 
"
a73c5d5d-b1a9-48aa-86dd-14b228964ece, I want a man.," i want a mans 
"
1b4dbc92-c35c-4b35-985e-6988897d2215, Then you are out. All of them should be. All of them should be right.," hmm uh oh oh all of them should be right okay 
"
8440f5b2-2066-481d-a273-bde4f3d08355, Pick up them cards!," pick up them cards 
"
469a5f03-2b4d-43f3-8584-ac089884e011,ilia," read the thing 
"
b5f4268e-f0c7-4afb-bfc9-1ed9853cdf11, The fuck?," the fuck 
"
99c6202a-659a-44e9-91d2-4bad30463459," You were so serious! When I knew it, I was like, NO!"," bullshit i knew it 
"
43d693fe-a83d-49a3-9cad-9fd8bdb59299, two a's," two aces 
"
0fd1be06-c39f-449c-841f-da97e4dd0c36, for free.," four 
"
12ad20b8-2284-43a4-aeb0-0d72d9f95306, One Ten.," one ten 
"
9fe90b2e-4f15-4472-a4b3-59e087aa6080," One, four."," one four 
"
85f9ea14-b344-413d-a88d-541dd4bcdd0b, Should we go through?," so who's going first 
"
257a2ab2-77ae-4e98-9f0c-adf2f948f7b3," It's okay, just play how you he goes. That sounds fun"," that's okay just play how he he goes that sounds fun 
"
1e21a785-c53a-456d-a7ac-f233107d4193, I'm sorry. I couldn't find the teacher. I was like wait. And I thought that was like okay.," i'm sorry i couldn't find the i was like wait i was like 
"
902d1cae-5ec8-43a4-ada1-350d41a76aa5, We should learn how to imagine.," we should learn how to play mahjong 
"
c877e99d-ae7b-4cb7-8c97-62a93951c558, Oh my.," it's okay 
"
f8406a59-9463-4e9c-9258-712d1fb20f23, I'm missing a tach.," i'm missing a tack 
"
9d1ad484-bba3-43b9-b68b-000133572a35, ASH Nikhita Big leap Thank you," pick that shit up two eights 
"
a35bb968-a11a-42cc-a8b7-319d1a537340, scraping You," oh i got sixes 
"
0819838b-3597-4eb6-85b0-4ea3670ed71d," One, two."," one two 
"
6d49c2da-05a2-4d6b-b56f-ba9da7800b3c," Three sevens? Okay, I believe that."," three sevens okay i believe that um 
"
711e0889-ef9a-4637-9cf4-1ee49bb2c4fc, Mm-hmm.," hm 
"
359349c0-04de-4c81-81e1-3e50e1b1e86b, one egg!," one eight 
"
f0a46ac8-488e-4d0e-93ad-0dfab3cf122f, I'm gonna go eat.," i have one queen 
"
30312269-ef20-4173-ad5a-a06f1d270eb2, Or Jacks.," four jacks 
"
ecb786b2-372c-4440-a498-945acc372832, Thank you.," okay 
"
8cbc602d-1502-4c78-8c22-a7933a5f779b," No, but that's where he was supposed to be as well. That's what the part BS codes in. He's like, all right, BS too."," no but that's where you're supposed to bs about that's what the part bs comes in you go like alright bs two 
"
16ede5a0-ce44-4f8d-98a9-6a2589c0e9d1, What?," what 
"
a99af53a-d1ae-431d-a723-5191c9ed80f6," Oh my god, I'm about to go singles and time!"," i'm i'm about to go singles in 
"
e988ba70-2dd6-4bf3-a268-f4cbc1dd2685, I thought you were more for us.," good yes i thought you had more fours 
"
c1bcc6a3-e4a0-4244-af60-dc1174d72459, Okay then.," okay then 
"
96c049e2-02bb-4ee4-a31c-09da4874065a, That's all I got.," that's all i got 
"
a695714f-8b79-4c20-8a05-590a50859e48, Don't worry," two more 
"
9eb2dcb3-1044-4867-849a-ca814df9612b," Yeah, show. Yeah."," yeah show yeah 
"
77c653db-743b-4867-a035-ad1a48be5b50, Bullshit!," lily 
"
d984a4b6-925a-4a29-a519-c4917aa302fe, Come on.," one ace 
"
592b3b01-8ed4-4682-86f3-f1817f6c3db8, Mm-hmm," i got pace 
"
fde9d2b3-0563-473b-9de4-a659be63cded, Ugh! Wanna...," oh one 
"
66504ac6-e429-4174-bec8-d7a3f73c4b1a," Really? We've been playing for an hour? But for more. Wait, wait, wait, wait. But he was setting things up for a while."," really we've been playing for an hour wait wait wait but he was settings things up for a while 
"
3cf61de9-8557-4f90-bdb9-18ac42711342, Huh?," huh 
"
817bfaf5-af4a-45eb-a7d0-2fb17f652a78, Stay late ! Copro," wait you got it 
"
a11e5ea9-a35b-4567-baf2-9c5c4bb515f6," It's okay, it's okay, it's okay, it calls me yes. Oh my god, who's sitting back up? I'm gonna go this way."," it's okay it's okay if he calls bs all i got to do is pick it back up 
"
42dba478-867f-482e-a044-d0d23c072678, Take it out.," pick it up 
"
d604af0e-f006-4cf4-8a4b-5874aa5afa97, Hmm.," hm 
"
0ebf07f8-39fb-4974-aa96-956472694936," So, let's say, let's say, let's say, let's say, freeze start and play something. If you counterclockwise that's it. It could be challenging."," ah passing let's say if he starts and i play something counterclockwise 
"
cd17b8fb-9d14-4273-bf6f-8bd1d59e0f13," I know, if you said four fours."," i know but you said four fours 
"
2b8eb263-476c-4fea-bc71-b27e08dc4a77, No. I like how it's been defenseless. Shut up! What is that?," no i like i like myself being defensive what is that 
"
609c0f6f-92d4-4438-bb42-6abfca5e3e43, Three sixes.," three sixes 
"
e73c24d3-a6e7-4c8e-bedc-ee0d48656f9b, for you.," phone here 
"
9145c8bb-dbd1-4758-974d-f0d28a4739b1, You showed me.," you showed me 
"
9f40fa67-fe3d-47f6-9cad-fc0fa23b9e2d, Mm.," hm 
"
031747dc-b0b5-40e1-955c-be67b7abdf4d, I mean I will explain but just look at it so that that gets captured and," so you'll have to i mean i'll explain but just look at it so that gets captured and 
"
80d0e20c-347c-4d39-99a6-907172ba4dc5, This is a nine.," this isn't a nine 
"
3c8d919d-9f33-49d5-b412-2c1bea9fc19a, Bullshit.," bullshit 
"
44ad12e8-f665-4fec-af91-1183b0d9ec66, You pick it up.," you pick it up 
"
5059c104-19b7-4155-98bc-a27e26bcc1bb, Two queens.," two queens 
"
c3e8db7b-ecef-4b87-a2c4-4388f89e8b53, I'm not doing nothing!," i'm not doing nothing 
"
a9b53b11-4f1a-4018-bb18-3e94aa8f3683," Do correctly, stop."," deal correctly stop 
"
88f1b08b-92b9-4844-bbd8-2871b7d4889b," You gotta know, you gotta read."," you got you got a dog you got a 
"
5a2f1c8c-85d8-4963-98da-758b96aec292, I think that's just my neighbors.," just our neighbors 
"
e2c466ff-98c2-4bc3-b17d-92931aa1e05f, I'm going to go to the first one of the night.," first one of the night 
"
87b7217f-4f55-4370-a845-6e2b428451a1, Come on.," one more 
"
f36602c0-1f87-4969-a04d-4ca80d15ef96, Now you're such a suss.," now you sound sus 
"
25e55620-1e35-4fb3-8363-48d14ece1020, Three sixes.," three sixes 
"
9693b389-1ea0-40ba-8fc5-077770342546, I'm missing a cap.," i'm missing a tile 
"
633b11e2-5924-43e6-8931-ef40ce8b604b, You won't be the winner.," damn 
"
bdb4a87e-7449-4363-b9ab-0ef54117cd82, and our gloves.," and our gloves 
"
9e1980f1-5866-4627-8ecb-d22a4c35d85b, Yes it is because he's had noise.," yes it is cuz he's had nines 
"
5d9e88e2-9546-465b-b405-5a41fc389925, Yes. Okay.," my turn okay 
"
cffe4b1c-ad5a-4ede-bb7a-453299651ab3, whatever processing they want to do they can do.," and uh whatever the processing they want to do they can do 
"
2fcc7673-c266-4040-8fc7-efbffa723844, Hmm.," hm 
"
1cb765c2-d108-41a7-81aa-41ca65c32cde, Mm hmm.," hm 
"
4f0e92b8-a1ad-438a-ba0a-065d6230125b, Pick up the card.," pick up the cards 
"
856ecfaa-2e4a-4581-b8e5-c4420ac4eeae," He was bullshitting us when came. He knew it. I was like, no!"," he was bullshitting one king i knew i was like no 
"
59bf1a52-e3f8-4b2f-af24-22d303c403c0, Use heels to my left. So did I go bigger or did I go to the same?," he is to my left so do i go bigger or i go the same 
"
ebc772b5-6c85-48d2-ae43-e0b190536350," Okay, more fun."," your play 
"
c4b8fbac-bf1e-4996-888f-58a60bb4b0f0, Because we take our game series like we like you still," cuz we take our game serious like we like used to 
"
1b4c48e8-7bce-40ab-b48c-cf557f0de161, Because these are brand new.," damn cuz these are brand new 
"
277e19e3-f7da-48f4-88f5-b54fc1e71e7a," Yeah, that's how I've played that too. That can be biased because I've played it off you."," yeah that's how i played it too i can be biased cuz i've i played it off of you 
"
7d9a372f-eb6c-4492-b7d5-20578246e5c8, Three Suns...," three sevens 
"
e5abd017-51e4-457e-975c-4f0de3f5b09a," Well, I now have open this. I don't even play my drum. I love the key in my lead. And the sound."," well i have now have opened it i love the and the sound 
"
ffc9859e-cb31-471d-8b10-19847b4aa2d2, Thank you soon!," called 
"
6e772999-611b-48b6-95f5-ca40302ecdef, It's not bad.," it's not bad 
"
5f6352c1-9e42-434f-bded-dff16317780a, play one deck or we should have played one deck before because what will be one deck?," one deck or we should have played one deck before because what if we want 
"
71a14ee0-2bd4-4b1f-a339-2fe82b85f6f9, I wanted to call that bullshit and I was like I'm not for sure.," i wanted to call that bullshit and i was like i'm not for sure 
"
ac65590d-1a12-41ec-a43c-f09542017185, four eights.," four eights 
"
6f52cf72-6136-4809-b82f-11126f847819, And the way you get rid of cards is by placing them face down. The only thing that you can do is to keep up with the king. The king is the one who is the king who is the king.," and uh the way you get rid of cards is by placing them face down 
"
aad537ac-74d2-4387-8c9a-3e38300e0517, four lines.," four nine 
"
a8bcb3a4-0944-444f-a68c-e928cce075f9, good-bye night!," one eighths 
"
7e70057a-be15-4bf2-aa2c-85ca1bd7ed71, I wish you something! I wish... I wish...," can somebody call 
"
3b3c355b-3613-4f2e-8249-4f7099cb240f, DONT DO THIS!," three twos 
"
fc1f5f26-5df5-4c7b-8282-b33cd85fbec6, Yeah.," yeah 
"
d2597b08-9092-495e-8fd1-106299bdd71c, I need you to come," uh speed speed 
"
d4623a33-43a3-47c2-9d1d-95b7ebe089ca, You're right. Give me back in a little bit later.," you right he'll be back here in a little bit later 
"
135a74c1-d45c-47c6-97fe-dab3736e5e9d, Fuck.," fuck 
"
575f859d-57c3-4144-b560-71f2d921e6e6," One, four."," one four 
"
57d3f0a5-d384-479c-8d4d-7c3609b895dd, Thanks.," one ace 
"
b84a99a4-8631-4110-bc8c-484062c54f09, You don't have to worry about it.," you don't have to wait 
"
bf7ea489-3d10-4970-8837-805f37a11fb3, I'm skilled at what I do.," i'm skilled at what i do 
"
c79da646-49f7-4de1-9edd-3ba87b5680ff, Yeah. Why was I feeling more shitty?," damn damn why would someone feel bullshitted 
"
2a478c8d-97f5-4b04-b044-c8a2e4396141, one two," one two 
"
a0025889-8be6-4c7f-867d-2f14fc15e967, Drive over it!," drive over it 
"
48c252f2-5e53-426d-b275-2974976ce16d, It ain't mine.," three more 
"
69f129b6-31d2-48d7-a037-0e1a6395d42e, Two apes!," two eights 
"
c605d949-1c26-4b0a-9886-0b980f1347da, It's upside down!," its upside down 
"
1c7ad766-0bc8-4ec6-b4ed-bfb5d0b3566f, Cheers.," i'll take my cards 
"
a6329de5-6d08-4bcd-a92d-eb050bb85624, one more," one more 
"
2a58ab45-af75-4526-9766-9285e8b49b7a, Oh...," uh 
"
fedbd2b3-d2f2-49c5-b04f-598092ddfed4," Shut up and go! I'm like, no, you're the one! Pick it back up!"," right now either way pick it back up 
"
f9ddc477-0040-48b6-a2b6-00b445085aeb," That is great,aresay!"," oh 
"
261c1aea-5b21-4641-9cb7-543527779c0f," If I pace yourself now Pace yourself now Oh no! Pace yourself now! Oh no! Your pace is my step! Oh no! When you're in the home stress, that's why you're awake!"," one five pace yourself now pace yourself pace yourself now pace yourself now i'm pace myself when you're in the home stretch that's when 
"
e47dca06-d792-4998-8dc2-1dc9cbddce24, Okay.," okay 
"
b3038190-9636-4740-b97b-eec77ff7d8da, I thought I was watching on you.," he called bullshit on you 
"
8eaca365-271a-4997-aad0-0be9265abd4c, Okay.," okay 
"
42f330fc-256c-40f2-b9c9-b35de0f31f70," Oh, let's see."," hold on let's see 
"
e3e5e47d-d6fa-48b6-8d4c-5182d2068605, Why are you sliding over like this?," why are you sliding over like that 
"
a930ee1d-b475-4ba9-a599-283189db262c, I know.," i know 
"
23fe9cff-f834-42f7-99fc-b387788fffd1," So it doesn't matter now, because it's not that bad."," what's up it doesn't matter 
"
aecb15ca-6bd8-40ce-875d-aa3d0d160fc8, Marine Corps have largely been," this is 
"
fc4349f1-63f2-4d45-994c-c84be6ea9c0d, This is six-aven Jack do toolas amulet Ger PO," see if one jack two more jacks 
"
94ab3c42-86a9-427c-9dc7-9d3583836f89, I wasn't.," i wasn't 
"
e02ddcfb-ad52-474f-9445-5de105a386b1," Three fives? Three fives, I go six. Cloa sixes!"," three fives three fives i got six four sixes 
"
2d42ba98-d28e-4a80-b622-2ef03451d1fb," Hey man, look, this is what I got for a little bit. I got two threes, take it, leave it. I got two threes. Hold on. Hold on. Give me one second. Let me just double check."," alright man look this what i got for y'all all i got is two threes take it or leave it hold on hold on gimme gimme gimme one second i need to double check 
"
756753ad-452e-4e2a-822c-354ca772eaa8," No, you gotta choose"," no you got it chief 
"
21f0a4de-3123-4ea2-b7d0-82632daeae70," Looks like there's three sets, baby."," it looks like there's three sets maybe 
"
0f8d1c9f-e06d-4b3a-ae01-010b7a2e9899, We talked about this.," we talked about this 
"
